"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.30","49.11","SANDHEADS CS","1107010","2010-01-27","2010","01","27","","7.2","","4.8","","6.0","","12.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-01-28","2010","01","28","","8.5","","6.3","","7.4","","10.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-01-29","2010","01","29","","9.5","","6.8","","8.2","","9.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-01-30","2010","01","30","","8.9","","6.8","","7.9","","10.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-01-31","2010","01","31","","8.3","","6.7","","7.5","","10.5","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-01","2010","02","01","","8.3","","5.8","","7.1","","10.9","","0.0","","","M","","M","","M","","","6","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-02","2010","02","02","","8.4","","6.0","","7.2","","10.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-03","2010","02","03","","7.5","","5.2","","6.4","","11.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-04","2010","02","04","","13.7","","6.5","","10.1","","7.9","","0.0","","","M","","M","","M","","","11","","61",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-05","2010","02","05","","12.3","","7.2","","9.8","","8.2","","0.0","","","M","","M","","M","","","15","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-06","2010","02","06","","9.2","","5.9","","7.6","","10.4","","0.0","","","M","","M","","M","","","9","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-07","2010","02","07","","9.1","","5.8","","7.5","","10.5","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-08","2010","02","08","","10.0","","6.0","","8.0","","10.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-09","2010","02","09","","8.5","","5.5","","7.0","","11.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-10","2010","02","10","","7.3","","4.7","","6.0","","12.0","","0.0","","","M","","M","","M","","","13","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-11","2010","02","11","","10.4","","5.5","","8.0","","10.0","","0.0","","","M","","M","","M","","","10","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-12","2010","02","12","","10.8","","7.9","","9.4","","8.6","","0.0","","","M","","M","","M","","","14","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-13","2010","02","13","","9.6","","7.9","","8.8","","9.2","","0.0","","","M","","M","","M","","","9","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-14","2010","02","14","","11.6","","7.0","","9.3","","8.7","","0.0","","","M","","M","","M","","","10","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-15","2010","02","15","","9.2","","5.3","","7.3","","10.7","","0.0","","","M","","M","","M","","","8","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-16","2010","02","16","","9.7","","6.9","","8.3","","9.7","","0.0","","","M","","M","","M","","","8","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-17","2010","02","17","","7.8","","5.2","","6.5","","11.5","","0.0","","","M","","M","","M","","","31","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-18","2010","02","18","","7.9","","6.1","","7.0","","11.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-19","2010","02","19","","8.2","","6.3","","7.3","","10.7","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-20","2010","02","20","","9.4","","4.4","","6.9","","11.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-21","2010","02","21","","8.4","","4.8","","6.6","","11.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-22","2010","02","22","","9.3","","3.9","","6.6","","11.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-23","2010","02","23","","8.7","","5.7","","7.2","","10.8","","0.0","","","M","","M","","M","","","7","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-24","2010","02","24","","8.9","","5.7","","7.3","","10.7","","0.0","","","M","","M","","M","","","10","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-25","2010","02","25","","10.0","","7.8","","8.9","","9.1","","0.0","","","M","","M","","M","","","16","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-26","2010","02","26","","10.9","","7.3","","9.1","","8.9","","0.0","","","M","","M","","M","","","13","","56",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-27","2010","02","27","","9.9","","7.3","","8.6","","9.4","","0.0","","","M","","M","","M","","","7","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-02-28","2010","02","28","","10.6","","7.8","","9.2","","8.8","","0.0","","","M","","M","","M","","","14","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-01","2010","03","01","","11.0","","7.6","","9.3","","8.7","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-02","2010","03","02","","11.8","","7.7","","9.8","","8.2","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-03","2010","03","03","","10.4","","6.4","","8.4","","9.6","","0.0","","","M","","M","","M","","","31","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-04","2010","03","04","","9.2","","5.5","","7.4","","10.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-05","2010","03","05","","9.1","","5.7","","7.4","","10.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-06","2010","03","06","","8.8","","6.2","","7.5","","10.5","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-07","2010","03","07","","7.7","","4.2","","6.0","","12.0","","0.0","","","M","","M","","M","","","29","","72",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-08","2010","03","08","","8.6","","4.1","","6.4","","11.6","","0.0","","","M","","M","","M","","","30","","78",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-09","2010","03","09","","7.1","","2.4","","4.8","","13.2","","0.0","","","M","","M","","M","","","14","","54",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-10","2010","03","10","","8.6","","2.3","","5.5","","12.5","","0.0","","","M","","M","","M","","","9","","82",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-11","2010","03","11","","7.8","","4.2","","6.0","","12.0","","0.0","","","M","","M","","M","","","19","","98",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-12","2010","03","12","","8.6","","2.6","","5.6","","12.4","","0.0","","","M","","M","","M","","","14","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-13","2010","03","13","","8.5","","5.9","","7.2","","10.8","","0.0","","","M","","M","","M","","","14","","50",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-14","2010","03","14","","8.6","","4.9","","6.8","","11.2","","0.0","","","M","","M","","M","","","7","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-15","2010","03","15","","9.9","","5.6","","7.8","","10.2","","0.0","","","M","","M","","M","","","7","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-16","2010","03","16","","13.0","","8.4","","10.7","","7.3","","0.0","","","M","","M","","M","","","19","","67",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-17","2010","03","17","","9.7","","6.9","","8.3","","9.7","","0.0","","","M","","M","","M","","","20","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-18","2010","03","18","","8.0","","5.2","","6.6","","11.4","","0.0","","","M","","M","","M","","","31","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-19","2010","03","19","","8.3","","6.5","","7.4","","10.6","","0.0","","","M","","M","","M","","","32","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-20","2010","03","20","","13.4","","5.9","","9.7","","8.3","","0.0","","","M","","M","","M","","","26","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-21","2010","03","21","","10.5","","8.3","","9.4","","8.6","","0.0","","","M","","M","","M","","","22","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-22","2010","03","22","","10.3","","5.9","","8.1","","9.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-23","2010","03","23","","9.5","","6.9","","8.2","","9.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-24","2010","03","24","","10.5","","6.6","","8.6","","9.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-25","2010","03","25","","9.8","","8.1","","9.0","","9.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-26","2010","03","26","","11.6","","7.5","","9.6","","8.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-27","2010","03","27","","13.8","","7.5","","10.7","","7.3","","0.0","","","M","","M","","M","","","8","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-28","2010","03","28","","12.3","","8.3","","10.3","","7.7","","0.0","","","M","","M","","M","","","14","","67",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-29","2010","03","29","","9.6","","5.7","","7.7","","10.3","","0.0","","","M","","M","","M","","","15","E","89","E"
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-30","2010","03","30","","8.4","","5.9","","7.2","","10.8","","0.0","","","M","","M","","M","","","17","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-03-31","2010","03","31","","8.5","","5.4","","7.0","","11.0","","0.0","","","M","","M","","M","","","15","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-01","2010","04","01","","8.6","","4.9","","6.8","","11.2","","0.0","","","M","","M","","M","","","15","E","72","E"
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-02","2010","04","02","","8.8","","5.1","","7.0","","11.0","","0.0","","","M","","M","","M","","","17","","98",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-03","2010","04","03","","7.9","","3.8","","5.9","","12.1","","0.0","","","M","","M","","M","","","18","","63",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-04","2010","04","04","","12.9","","3.6","","8.3","","9.7","","0.0","","","M","","M","","M","","","13","","82",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-05","2010","04","05","","10.1","","5.7","","7.9","","10.1","","0.0","","","M","","M","","M","","","14","","50",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-06","2010","04","06","","9.8","","6.4","","8.1","","9.9","","0.0","","","M","","M","","M","","","22","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-07","2010","04","07","","8.8","","6.7","","7.8","","10.2","","0.0","","","M","","M","","M","","","15","","59",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-08","2010","04","08","","8.0","","2.9","","5.5","","12.5","","0.0","","","M","","M","","M","","","26","","104",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-09","2010","04","09","","8.1","","4.1","","6.1","","11.9","","0.0","","","M","","M","","M","","","31","","44",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-10","2010","04","10","","9.0","","4.2","","6.6","","11.4","","0.0","","","M","","M","","M","","","31","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-11","2010","04","11","","10.4","","7.5","","9.0","","9.0","","0.0","","","M","","M","","M","","","32","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-12","2010","04","12","","12.1","","8.8","","10.5","","7.5","","0.0","","","M","","M","","M","","","31","","44",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-13","2010","04","13","","12.5","","8.4","","10.5","","7.5","","0.0","","","M","","M","","M","","","12","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-14","2010","04","14","","11.9","","8.5","","10.2","","7.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-15","2010","04","15","","12.7","","9.5","","11.1","","6.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-16","2010","04","16","","12.7","","8.3","","10.5","","7.5","","0.0","","","M","","M","","M","","","31","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-17","2010","04","17","","13.6","","9.7","","11.7","","6.3","","0.0","","","M","","M","","M","","","13","","44",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-18","2010","04","18","","14.9","","10.5","","12.7","","5.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-19","2010","04","19","","16.2","","11.0","","13.6","","4.4","","0.0","","","M","","M","","M","","","1","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-20","2010","04","20","","12.8","","10.0","","11.4","","6.6","","0.0","","","M","","M","","M","","","29","","57",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-21","2010","04","21","","10.7","","8.5","","9.6","","8.4","","0.0","","","M","","M","","M","","","29","","69",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-22","2010","04","22","","12.3","","7.7","","10.0","","8.0","","0.0","","","M","","M","","M","","","30","","48",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-23","2010","04","23","","11.2","","7.2","","9.2","","8.8","","0.0","","","M","","M","","M","","","14","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-24","2010","04","24","","10.9","","7.7","","9.3","","8.7","","0.0","","","M","","M","","M","","","20","","50",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-25","2010","04","25","","11.6","","7.1","","9.4","","8.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-26","2010","04","26","","17.8","","9.1","","13.5","","4.5","","0.0","","","M","","M","","M","","","13","","80",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-27","2010","04","27","","13.8","","9.4","","11.6","","6.4","","0.0","","","M","","M","","M","","","14","","54",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-28","2010","04","28","","12.0","","8.4","","10.2","","7.8","","0.0","","","M","","M","","M","","","24","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-29","2010","04","29","","12.6","","8.9","","10.8","","7.2","","0.0","","","M","","M","","M","","","29","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-04-30","2010","04","30","","12.8","","8.5","","10.7","","7.3","","0.0","","","M","","M","","M","","","24","","44",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-01","2010","05","01","","12.3","","7.9","","10.1","","7.9","","0.0","","","M","","M","","M","","","27","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-02","2010","05","02","","11.9","","6.8","","9.4","","8.6","","0.0","","","M","","M","","M","","","14","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-03","2010","05","03","","10.9","","6.8","","8.9","","9.1","","0.0","","","M","","M","","M","","","26","","74",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-04","2010","05","04","","10.5","","6.9","","8.7","","9.3","","0.0","","","M","","M","","M","","","29","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-05","2010","05","05","","12.2","","5.5","","8.9","","9.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-06","2010","05","06","","12.1","","7.1","","9.6","","8.4","","0.0","","","M","","M","","M","","","10","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-07","2010","05","07","","14.5","","7.9","","11.2","","6.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-08","2010","05","08","","15.0","","8.7","","11.9","","6.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-09","2010","05","09","","15.2","","8.9","","12.1","","5.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-10","2010","05","10","","15.0","","10.0","","12.5","","5.5","","0.0","","","M","","M","","M","","","11","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-11","2010","05","11","","","M","9.2","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-12","2010","05","12","","14.7","","9.2","","12.0","","6.0","","0.0","","","M","","M","","M","","","13","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-13","2010","05","13","","16.2","","9.5","","12.9","","5.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-14","2010","05","14","","19.0","","11.0","","15.0","","3.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-15","2010","05","15","","15.9","","11.2","","13.6","","4.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-16","2010","05","16","","17.1","","11.6","","14.4","","3.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-17","2010","05","17","","17.1","","13.4","","15.3","","2.7","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-18","2010","05","18","","15.2","","11.1","","13.2","","4.8","","0.0","","","M","","M","","M","","","17","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-19","2010","05","19","","16.4","","11.5","","14.0","","4.0","","0.0","","","M","","M","","M","","","23","","83",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-20","2010","05","20","","12.0","","8.5","","10.3","","7.7","","0.0","","","M","","M","","M","","","19","","78",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-21","2010","05","21","","11.9","","8.0","","10.0","","8.0","","0.0","","","M","","M","","M","","","15","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-22","2010","05","22","","11.8","","9.6","","10.7","","7.3","","0.0","","","M","","M","","M","","","31","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-23","2010","05","23","","12.7","","9.5","","11.1","","6.9","","0.0","","","M","","M","","M","","","15","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-24","2010","05","24","","14.5","","9.8","","12.2","","5.8","","0.0","","","M","","M","","M","","","16","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-25","2010","05","25","","14.9","","11.6","","13.3","","4.7","","0.0","","","M","","M","","M","","","14","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-26","2010","05","26","","14.5","","11.4","","13.0","","5.0","","0.0","","","M","","M","","M","","","32","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-27","2010","05","27","","15.2","","10.9","","13.1","","4.9","","0.0","","","M","","M","","M","","","31","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-28","2010","05","28","","12.1","","10.9","","11.5","","6.5","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-29","2010","05","29","","12.9","","10.4","","11.7","","6.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-30","2010","05","30","","12.4","","10.0","","11.2","","6.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-05-31","2010","05","31","","15.8","","11.0","","13.4","","4.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-01","2010","06","01","","14.5","","11.0","","12.8","","5.2","","0.0","","","M","","M","","M","","","12","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-02","2010","06","02","","16.1","","11.3","","13.7","","4.3","","0.0","","","M","","M","","M","","","25","","50",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-03","2010","06","03","","16.1","","10.5","","13.3","","4.7","","0.0","","","M","","M","","M","","","24","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-04","2010","06","04","","14.9","","11.2","","13.1","","4.9","","0.0","","","M","","M","","M","","","32","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-05","2010","06","05","","15.4","","10.7","","13.1","","4.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-06","2010","06","06","","15.1","","12.3","","13.7","","4.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-07","2010","06","07","","17.5","","12.9","","15.2","","2.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-08","2010","06","08","","16.4","","11.8","","14.1","","3.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-09","2010","06","09","","16.2","","11.6","","13.9","","4.1","","0.0","","","M","","M","","M","","","20","","50",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-10","2010","06","10","","15.0","E","12.3","E","13.7","E","4.3","E","0.0","E","","M","","M","","M","","","","M","","M"
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-11","2010","06","11","","15.4","","13.0","","14.2","","3.8","","0.0","","","M","","M","","M","","","32","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2010-06-12","2010","06","12","","21.1","","11.9","","16.5","","1.5","","0.0","","","M","","M","","M","","","","","<31",""
